country,city,accentcity,region,population,latitude,longitude
rs,baatsch,Baatsch,00,,45.391944,19.236667
rs,ba,Ba,00,,44.158333,20.195278
rs,babac,Babac,00,,43.24,19.939167
rs,babaic,Babaic,00,,44.233056,20.205
rs,babaj,Babaj,00,,42.374722,21.552778
rs,babaj baks,Babaj Baks,00,,42.361667,20.334167
rs,babaj bokes,Babaj Bokës,00,,42.361667,20.334167
rs,babaj boks,Babaj Boks,00,,42.361667,20.334167
rs,babaj i bokes,Babaj i Bokës,00,,42.361667,20.334167
rs,babajic,Babajic,00,,44.233056,20.205
rs,babaj-lac,Babaj-Laç,00,,42.486111,20.348889
rs,babajloc,Babajloc,00,,42.486111,20.348889
rs,baba karinci,Baba Karinci,00,,42.635278,21.995833
rs,baballoq,Baballoq,00,,42.486111,20.348889
rs,babaloc,Babaloc,00,,42.486111,20.348889
rs,babanici,Babanici,00,,44.442222,20.930556
rs,babastanici,Babastanici,00,,42.353056,21.884722
rs,babatrenci,Babatrenci,00,,42.421667,21.916667
rs,babe,Babe,00,,44.529722,20.526944
rs,babica,Babica,00,,42.963056,20.517222
rs,babice,Babice,00,,42.621944,20.416667
rs,babicevi,Babicevi,00,,42.805556,22.283889
rs,babici,Babici,00,,42.963056,20.517222
rs,babicko,Babicko,00,,43.137778,22.000833
rs,babimoc,Babimoc,00,,42.743333,21.078889
rs,babina luka,Babina Luka,00,,44.359167,19.960278
rs,babina poljana,Babina Poljana,00,,42.465833,22.181667
rs,babin,Babin,00,,44.888056,19.7025
rs,babin dol,Babin Dol,00,,42.571111,22.07
rs,babin kal,Babin Kal,00,,43.294444,22.379167
rs,babin most,Babin Most,00,,42.743333,21.078889
rs,babin potok,Babin Potok,00,,43.230556,21.630556
rs,babiq,Babiq,00,,42.621944,20.416667
rs,bablak,Bablak,00,,42.4475,21.150556
rs,babljak,Babljak,00,,42.4475,21.150556
rs,babotinac,Babotinac,00,,43.324722,21.513889
rs,babotinci,Babotinci,00,,43.324722,21.513889
rs,babrez,Babrez,00,,43.095,20.517222
rs,babudovica,Babudovica,00,,42.966389,20.635
rs,babushi i muhaxhereve,Babushi i Muhaxherëve,00,,42.467222,21.183611
rs,babusnica,Babusnica,00,4606,43.059722,22.411667
rs,babus srpski,Babus Srpski,00,,42.448611,21.175278
rs,bacaklija,Bacaklija,00,,44.819444,19.438056
rs,bac,Bac,00,6110,45.391944,19.236667
rs,bac-ceb,Bac-Ceb,00,,45.269444,19.525278
rs,bace,Bace,00,,43.220278,21.345278
rs,bacetici,Bacetici,00,,43.751389,19.826111
rs,bacevac,Bacevac,00,,43.698889,19.821667
rs,bacevci,Bacevci,00,,43.386111,20.854722
rs,bacevica,Bacevica,00,,43.790833,22.088056
rs,bacevina,Bacevina,00,,42.950556,21.625
rs,baceviste,Baceviste,00,,42.655278,21.946111
rs,bacevo,Bacevo,00,,43.011667,22.844444
rs,bacica,Bacica,00,,43.129167,20.199167
rs,bacice,Bacice,00,,43.129167,20.199167
rs,bacija,Bacija,00,,43.334167,20.043056
rs,bacije,Bacije,00,,43.054167,21.419444
rs,bacijevac,Bacijevac,00,,42.717222,22.1475
rs,bacijevce,Bacijevce,00,,42.717222,22.1475
rs,bacilovina,Bacilovina,00,,43.281667,19.639722
rs,bacina,Bacina,00,,43.728056,21.299444
rs,bacinac,Bacinac,00,,44.507778,20.916389
rs,bacinci,Bacinci,00,,45.081667,19.308889
rs,bacine,Bacine,00,,43.458889,19.400556
rs,backa,Backa,00,,42.010278,20.666944
rs,backa dobra,Backa Dobra,00,,45.453611,19.685833
rs,backa palanka,Backa Palanka,02,30208,45.250833,19.391944
rs,backa topola,Backa Topola,02,16082,45.815,19.636111
rs,backe,Baçkë,00,,42.010278,20.666944
rs,backi breg,Backi Breg,00,,45.921389,18.928889
rs,backi brestovac,Backi Brestovac,00,,45.617222,19.269722
rs,backi gracac,Backi Gracac,00,,45.554722,19.323611
rs,backi jarak,Backi Jarak,02,6250,45.370278,19.875
rs,backi monostor,Backi Monostor,00,,45.793611,18.935833
rs,backi petrovac,Backi Petrovac,00,6649,45.360556,19.591667
rs,backi sokolac,Backi Sokolac,00,,45.849444,19.539444
rs,backi vinogradi,Backi Vinogradi,00,,46.133333,19.866667
rs,backo dobro,Backo Dobro,00,,45.4975,19.689167
rs,backo dobro polje,Backo Dobro Polje,00,,45.4975,19.689167
rs,backo dusanovo,Backo Dusanovo,00,,45.906667,19.783333
rs,backo gradiste,Backo Gradiste,00,5453,45.532778,20.028333
rs,backo novo salo,Backo Novo Salo,00,,45.293333,19.141389
rs,backo novo selo,Backo Novo Selo,00,,45.293333,19.141389
rs,backo petrovo selo,Backo Petrovo Selo,00,7129,45.708056,20.075278
rs,bacoglava,Bacoglava,00,,43.136944,21.242778
rs,bacsarokszallas,Bácsárokszállás,00,,45.370278,19.875
rs,bacs,Bács,00,,45.391944,19.236667
rs,bacsbresztovacz,Bácsbresztovácz,00,,45.617222,19.269722
rs,bacsbukin,Bácsbukin,00,,45.303056,19.261667
rs,bacs-cseb,Bács-Cséb,00,,45.269444,19.525278
rs,bacsdoroszlo,Bácsdoroszló,00,,45.608611,19.190556
rs,bacs-feketehegy,Bács-Feketehegy,00,,45.664167,19.699167
rs,bacsfoldvar,Bácsföldvár,00,,45.532778,20.028333
rs,bacsgyulafalva,Bácsgyulafalva,00,,45.795556,19.380833
rs,bacskahadikfalva,Bácskahadikfalva,00,,45.413889,19.698333
rs,bacskeresztur,Bácskeresztúr,00,,45.562778,19.415833
rs,bacskertes,Bácskertes,00,,45.736111,19.009722
rs,bacskossuthfalva,Bácskossuthfalva,00,,45.868889,19.466111
rs,bacskula,Bácskula,00,,45.608889,19.526389
rs,bacsmartonos,Bácsmartonos,00,,46.116667,20.05
rs,bacs-novoszelo,Bács-Novoszelo,00,,45.293333,19.141389
rs,bacsordas,Bácsordas,00,,45.495,19.188056
rs,bacsszentivan,Bácsszentiván,00,,45.678611,19.086667
rs,bacs-szenttamas,Bács-Szenttamás,00,,45.553889,19.802778
rs,bacsszollos,Bacsszollos,00,,46.133333,19.866667
rs,bacsszolos,Bacsszolos,00,,46.133333,19.866667
rs,bacstopolya,Bácstopolya,00,,45.815,19.636111
rs,bacstovaros,Bácstóváros,00,,45.353611,19.325
rs,bacsujfalu,Bácsújfalu,00,,45.409167,19.298333
rs,bacsujlak,Bácsújlak,00,,45.293333,19.141389
rs,bactovaros,Bactovaros,00,,45.353611,19.325
rs,baculovina,Baculovina,00,,43.281667,19.639722
rs,bacviste,Bacviste,00,,42.661389,22.018056
rs,badanj,Badanj,00,,43.307222,20.7
rs,badince,Badince,00,,42.973889,22.01
rs,badisici,Badisici,00,,44.388611,19.432222
rs,badljevica,Badljevica,00,,44.528056,20.785556
rs,badnjevac,Badnjevac,00,,43.170278,21.7875
rs,badnjevo,Badnjevo,00,,44.238889,22.502222
rs,badofc,Badofc,00,,42.609722,21.2225
rs,badovac,Badovac,00,,42.609722,21.2225
rs,badovinci,Badovinci,00,5402,44.785833,19.371389
rs,badradzi,Badradzi,00,,42.463889,21.001667
rs,bafti mahala,Bafti Mahala,00,,42.256389,21.195556
rs,bagacice,Bagacice,00,,43.288611,20.07
rs,bagasce,Bagasce,00,,43.432222,20.645278
rs,bagase,Bagase,00,,43.432222,20.645278
rs,bagasi,Bagasi,00,,42.536667,20.373333
rs,bagrdan,Bagrdan,00,,44.0675,21.179444
rs,bagremovo,Bagremovo,00,,45.743889,19.814167
rs,bahremovic mahala,Bahremovic Mahala,00,,42.615,20.793889
rs,baica,Baica,00,,42.716667,20.389167
rs,baica e elshanit,Baica e Elshanit,00,,42.52,20.915278
rs,baice,Baicë,00,,42.52,20.915278
rs,bainovska mahala,Bainovska Mahala,00,,42.403333,22.293056
rs,baja,Baja,00,,42.726944,20.391389
rs,baja e pejes,Baja e Pejës,00,,42.726944,20.391389
rs,bajcetina,Bajcetina,00,,43.864167,20.891944
rs,bajcevica,Bajcevica,00,,42.408889,22.466389
rs,bajcina,Bajcina,00,,42.951111,21.156944
rs,bajcince,Bajcince,00,,43.321667,21.544167
rs,bajcinovce,Bajcinovce,00,,42.912222,21.096111
rs,bajdan mahala,Bajdan Mahala,00,,42.414444,20.756667
rs,baje,Bajë,00,,42.465278,20.781111
rs,bajellap,Bajëllap,00,,42.819444,21.158056
rs,bajellapi,Bajëllapi,00,,42.819444,21.158056
rs,bajevac,Bajevac,00,,44.379722,20.058611
rs,bajevica,Bajevica,00,,43.103056,20.477778
rs,bajevici,Bajevici,00,,43.380278,20.281667
rs,bajeza,Bajëza,00,,42.716667,20.389167
rs,bajez,Bajëz,00,,42.716667,20.389167
rs,bajgora,Bajgora,00,,42.955,21.016111
rs,bajgore,Bajgorë,00,,42.955,21.016111
rs,bajica kraj,Bajica Kraj,00,,44.661111,20.585
rs,bajica mala,Bajica Mala,00,,44.598056,19.336944
rs,bajici,Bajici,00,,44.034167,19.728889
rs,bajina basta,Bajina Basta,02,9812,43.970833,19.5675
rs,bajinci,Bajinci,00,,42.784167,22.250556
rs,bajinova mahala,Bajinova Mahala,00,,42.645556,22.421944
rs,bajinovci,Bajinovci,00,,42.645556,22.421944
rs,bajir,Bajir,00,,44.491944,19.282222
rs,bajmak,Bajmak,00,,45.967778,19.423333
rs,bajmok,Bajmok,00,8599,45.967778,19.423333
rs,bajnok,Bajnok,00,,45.967778,19.423333
rs,bajnovace,Bajnovace,00,,44.0025,19.725
rs,bajnovici,Bajnovici,00,,43.450556,19.611111
rs,bajovica lazovi,Bajovica Lazovi,00,,43.036111,21.174444
rs,bajovici,Bajovici,00,,43.380278,20.281667
rs,bajqine,Bajqinë,00,,42.951111,21.156944
rs,bajraktari,Bajraktari,00,,42.418889,20.866111
rs,bajraktarska mahala,Bajraktarska Mahala,00,,42.344444,22.378056
rs,bajralije,Bajralije,00,,42.68,21.752778
rs,bajrovici,Bajrovici,00,,42.571389,21.496111
rs,bajsa,Bajsa,00,,45.779167,19.585
rs,bajske,Bajskë,00,,42.973333,20.780833
rs,bakaj,Bakaj,00,,42.666389,20.603611
rs,bakaji,Bakaji,00,,42.666389,20.603611
rs,bakalovina,Bakalovina,00,,43.383889,19.793333
rs,bakici,Bakici,00,,44.097222,19.613611
rs,bakionica,Bakionica,00,,43.861389,20.044444
rs,bakovici,Bakovici,00,,43.38,20.209167
rs,bakraclici,Bakraclici,00,,43.883889,19.785
rs,baksa,Baksa,00,,42.486111,20.312222
rs,baks,Baks,00,,42.719167,20.876667
rs,bakshi,Bakshi,00,,42.723333,21.105556
rs,baksija,Baksija,00,,42.723333,21.105556
rs,balaban,Balaban,00,,42.792222,21.321944
rs,balabane,Balabane,00,,42.792222,21.321944
rs,balacka,Balacka,00,,44.389444,19.884722
rs,balaj,Balaj,00,,42.379722,21.103333
rs,balajinac,Balajinac,00,,43.274444,21.7775
rs,balajnac,Balajnac,00,,43.274444,21.7775
rs,balance,Balance,00,,42.412222,21.365278
rs,balanovac,Balanovac,00,,43.585278,22.165833
rs,balcak,Balcak,00,,43.181111,21.579444
rs,balej pivnica,Balej Pivnica,00,,44.166944,22.587222
rs,balejske pivnice,Balejske Pivnice,00,,44.166944,22.587222
rs,baletice,Baletice,00,,43.186111,20.425556
rs,balez,Balëz,00,,42.832778,21.385278
rs,balic,Balic,00,,42.379722,21.103333
rs,balice,Balice,00,,43.227222,19.693889
rs,balicevac,Balicevac,00,,43.2875,21.687778
rs,balici,Balici,00,,43.227222,19.693889
rs,balinac,Balinac,00,,43.555556,22.395556
rs,balince,Balince,00,,42.55,20.784722
rs,balinci,Balinci,00,,43.555556,22.395556
rs,balinovac,Balinovac,00,,42.567778,21.915833
rs,balinovce,Balinovce,00,,42.732222,22.053611
rs,balinovic,Balinovic,00,,44.257778,19.760556
rs,baljen,Baljen,00,,43.075278,20.046389
rs,baljevac,Baljevac,00,1625,43.3925,20.636389
rs,baljevicka ka mahala,Baljevicka Ka Mahala,00,,42.686389,21.699722
rs,baljevicka mahala,Baljevicka Mahala,00,,42.686389,21.699722
rs,baljevic mahala,Baljevic Mahala,00,,42.703889,21.255
rs,baljkovac,Baljkovac,00,,43.966389,20.921944
rs,ballaban,Ballaban,00,,42.792222,21.321944
rs,ballabani,Ballabani,00,,42.792222,21.321944
rs,ballance,Ballancë,00,,42.412222,21.365278
rs,ballofc,Ballofc,00,,42.895278,21.236667
rs,ballofci,Ballofci,00,,42.895278,21.236667
rs,ballsh,Ballsh,00,,42.895278,21.236667
rs,ballshi,Ballshi,00,,42.895278,21.236667
rs,balnice,Balnice,00,,42.55,20.784722
rs,balosave,Balosave,00,,43.866389,20.785833
rs,balovac,Balovac,00,,42.895278,21.236667
rs,balovce,Balovce,00,,42.895278,21.236667
rs,balovic mahala,Balovic Mahala,00,,42.512778,20.760833
rs,balta berilovac,Balta Berilovac,00,,43.393611,22.482778
rs,balta berilovica,Balta Berilovica,00,,43.393611,22.482778
rs,baltijance,Baltijance,00,,42.704444,22.233611
rs,baluga,Baluga,00,,43.859444,20.416111
rs,baluga ljubicka,Baluga Ljubicka,00,,43.893056,20.423333
rs,baluga trnavska,Baluga Trnavska,00,,43.859444,20.416111
rs,balvanjestie,Balvanjestie,00,,44.818889,20.875833
rs,balvanyesti,Balvanyesti,00,,44.818889,20.875833
rs,balza,Balza,00,,42.832778,21.385278
rs,bambaci,Bambaci,00,,43.928611,19.563889
rs,banajni,Banajni,00,,44.536667,19.981111
rs,banat arandjelovo,Banat Arandjelovo,00,,46.066667,20.25
rs,banater hof,Banater Hof,00,,45.520556,20.514167
rs,banater neudorf,Banater Neudorf,00,,44.989722,20.783611
rs,banat karlovac,Banat Karlovac,00,,45.047222,21.016111
rs,banat novo selo,Banat Novo Selo,00,,44.989722,20.783611
rs,banatska dubica,Banatska Dubica,00,,45.270833,20.828056
rs,banatska palanka,Banatska Palanka,00,,44.8425,21.326667
rs,banatska subotica,Banatska Subotica,00,,44.982778,21.343056
rs,banatska topla,Banatska Topla,00,,45.6725,20.465556
rs,banatska topola,Banatska Topola,00,,45.6725,20.465556
rs,banatski brestovac,Banatski Brestovac,00,,44.727222,20.805278
rs,banatski despotovac,Banatski Despotovac,00,,45.365278,20.664167
rs,banatski dusanovac,Banatski Dusanovac,00,,45.520556,20.514167
rs,banatski dvor,Banatski Dvor,00,,45.520556,20.514167
rs,banatski karlovac,Banatski Karlovac,00,5799,45.047222,21.016111
rs,banatski manastir,Banatski Manastir,00,,45.961111,20.281944
rs,banatski monostar,Banatski Monostar,00,,45.961111,20.281944
